status,card_present_flag,account,long_lat,txn_description,first_name,balance,date,gender,age,merchant_state,extraction,amount,transaction_id,customer_id,movement,month,dayofweek,hour,category
authorized,1.0,ACC-1222300524,151.23 -33.94,POS,Michael,403.56,2018-09-22,M,38,SA,09:08:31,10.58,777e535139af4cf4b1a76e49404796d2,CUS-2142601169,debit,9,5,9,Purchase
authorized,1.0,ACC-2890243754,153.32 -27.93,POS,Joseph,4603.74,2018-09-22,M,37,QLD,09:15:31,8.76,cce1372e7b5842e5b5328405731ac538,CUS-2695611575,debit,9,5,9,Purchase
authorized,0.0,ACC-1222300524,151.23 -33.94,POS,Michael,390.11,2018-09-22,M,38,NSW,09:22:31,13.45,c4061641066c4e3491da0d75a1f6fd02,CUS-2142601169,debit,9,5,9,Purchase
authorized,1.0,ACC-1496451953,145.16 -37.84,SALES-POS,Ricky,12938.45,2018-09-22,M,43,VIC,09:29:30,16.79,75f5902af52e4bc1ae8d8e8836cc6c8d,CUS-3142625864,debit,9,5,9,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,18242.05,2018-09-22,M,24,QLD,09:36:30,23.5,574809a14a8f4d05b8aab45d54fe639c,CUS-51506836,debit,9,5,9,Purchase
authorized,0.0,ACC-414431115,142.77 -37.06,POS,Amy,3692.64,2018-09-22,F,43,VIC,09:43:29,18.6,c16ce491329d479bab1f1645ca4b405e,CUS-2599279756,debit,9,5,9,Purchase
authorized,0.0,ACC-182446574,116.06 -32.00,SALES-POS,Tonya,6381.07,2018-09-22,F,27,WA,09:50:29,7.71,77f4145950d9453886bcff5cb96a460c,CUS-3026014945,debit,9,5,9,Purchase
authorized,1.0,ACC-1222300524,151.23 -33.94,SALES-POS,Michael,378.87,2018-09-22,M,38,NSW,09:57:28,11.24,23f8ca1a2ce248738a30df71386e6171,CUS-2142601169,debit,9,5,9,Purchase
posted,n/a,ACC-574997646,150.79 -33.64,PAYMENT,Mackenzie,4053.39,2018-09-22,F,18,n/a,10:00:00,45.0,3042e98265924ee7acff85f5884e7d43,CUS-586638664,debit,9,5,10,Others
authorized,1.0,ACC-1222300524,151.23 -33.94,SALES-POS,Michael,364.41,2018-09-22,M,38,NSW,10:06:57,14.46,232952ffde894fe688699f109d4aab52,CUS-2142601169,debit,9,5,10,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2717.9,2018-09-22,F,26,QLD,10:17:49,9.53,81e5f20d93e541c5a39be9b374c46910,CUS-2487424745,debit,9,5,10,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,18219.03,2018-09-22,M,24,NSW,10:28:41,23.02,358c1da36f2a41ba9df9bbaa889e54ea,CUS-51506836,debit,9,5,10,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2709.46,2018-09-22,F,26,VIC,10:39:33,8.44,ca6573025eb041e89c588796064bf604,CUS-2487424745,debit,9,5,10,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,POS,Richard,18213.55,2018-09-22,M,24,WA,10:50:26,5.48,0b453e29a3a94d8bb6e61bfea4fdf4da,CUS-51506836,debit,9,5,10,Purchase
posted,n/a,ACC-80388494,144.97 -37.42,INTER BANK,Dustin,7046.0,2018-09-22,M,28,n/a,11:00:00,90.0,7cb176e3a713489b83da65fafe9442a5,CUS-1140341822,debit,9,5,11,Others
posted,n/a,ACC-2681137560,151.11 -33.99,PAYMENT,Nathaniel,6659.69,2018-09-22,M,31,n/a,11:00:00,17.0,1accff9e206b4504ab462726aabcb4d9,CUS-2083971310,debit,9,5,11,Others
authorized,1.0,ACC-2890243754,153.32 -27.93,SALES-POS,Joseph,4581.59,2018-09-22,M,37,QLD,11:00:54,22.15,279e2806911c422e9c5e6176edd8ab14,CUS-2695611575,debit,9,5,11,Purchase
authorized,1.0,ACC-2890243754,153.32 -27.93,POS,Joseph,4567.79,2018-09-22,M,37,QLD,11:08:29,13.8,ae59326ef4d74f5ba32c7790529eb354,CUS-2695611575,debit,9,5,11,Purchase
authorized,1.0,ACC-3741880913,150.50 -23.40,POS,Ashley,8503.1,2018-09-22,F,25,NSW,11:16:03,161.62,d1d7a9b5b3054823a66894b6549f6dba,CUS-1220154422,debit,9,5,11,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2703.06,2018-09-22,F,26,QLD,11:23:38,6.4,d9ccfac6c76140e6a477813c8928a71c,CUS-2487424745,debit,9,5,11,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,18207.47,2018-09-22,M,24,QLD,11:31:12,6.08,c8b182d8db704d47834e94222828c9a8,CUS-51506836,debit,9,5,11,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2694.98,2018-09-22,F,26,QLD,11:38:47,8.08,3804cde16eaf42cdbf8309596a69755e,CUS-2487424745,debit,9,5,11,Purchase
authorized,1.0,ACC-2890243754,153.32 -27.93,POS,Joseph,4559.17,2018-09-22,M,37,QLD,11:46:21,8.62,fe089104f0ac43a88097abdc57b8aaa3,CUS-2695611575,debit,9,5,11,Purchase
authorized,0.0,ACC-1443681913,150.92 -33.77,SALES-POS,Ryan,3884.16,2018-09-22,M,31,NSW,11:53:56,49.4,f356c3447edb4cd5b8f2bf585106a960,CUS-3129499595,debit,9,5,11,Purchase
posted,n/a,ACC-2173390920,144.71 -37.58,INTER BANK,Luis,6818.07,2018-09-22,M,27,n/a,12:00:00,140.0,d82e201dcedb498e9880a1aaa6e813b6,CUS-3180318393,debit,9,5,12,Others
posted,n/a,ACC-37709441,153.41 -28.01,PAYMENT,Charles,13704.09,2018-09-22,M,18,n/a,12:00:00,173.0,4210e6070d4c4ed290a3b18069042ae4,CUS-3336454548,debit,9,5,12,Others
posted,n/a,ACC-1998563091,149.03 -35.25,PAYMENT,David,16026.17,2018-09-22,M,42,n/a,12:00:00,45.0,2c285dcf6baa4038b1509c8705c8acae,CUS-3395687666,debit,9,5,12,Others
posted,n/a,ACC-2897221629,150.90 -34.37,INTER BANK,Scott,4962.45,2018-09-22,M,23,n/a,12:00:00,99.0,a9c18b0c16b149d2ab1f3f71de287540,CUS-511326734,debit,9,5,12,Others
authorized,1.0,ACC-2890243754,153.32 -27.93,SALES-POS,Joseph,4544.42,2018-09-22,M,37,QLD,12:03:16,14.75,84ff342abd16406d99f04f5eb7fbdc70,CUS-2695611575,debit,9,5,12,Purchase
authorized,1.0,ACC-1496451953,145.16 -37.84,POS,Ricky,12923.71,2018-09-22,M,43,VIC,12:19:40,14.74,e7c5e038b9e542bf8460c425b128b191,CUS-3142625864,debit,9,5,12,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2683.21,2018-09-22,F,26,QLD,12:36:03,11.77,8d8f57b8f96f4418b47a719c5fb0e869,CUS-2487424745,debit,9,5,12,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,POS,Diana,2673.61,2018-09-22,F,26,QLD,12:52:27,9.6,1efb5a26d9f34e719e11eb48decb70b3,CUS-2487424745,debit,9,5,12,Purchase
posted,n/a,ACC-90814749,151.68 -32.98,INTER BANK,Christopher,11785.28,2018-09-22,M,35,n/a,13:00:00,44.0,ccb9e9586fdf4b469bfa8aac1d3c6190,CUS-1896554896,debit,9,5,13,Others
authorized,1.0,ACC-1903037542,153.05 -27.61,POS,Jeffrey,3038.0,2018-09-22,M,30,QLD,13:09:38,16.42,b1556427db324fe797038b46ddd6326d,CUS-860700529,debit,9,5,13,Purchase
authorized,0.0,ACC-1903037542,153.05 -27.61,POS,Jeffrey,3022.9,2018-09-22,M,30,QLD,13:27:29,15.1,2394bb341b01475882c7b5faf7a32e9f,CUS-860700529,debit,9,5,13,Purchase
authorized,1.0,ACC-3771436525,145.04 -37.92,SALES-POS,Derek,4381.53,2018-09-22,M,20,VIC,13:45:21,63.49,72f1590caf07405080fb7acbca3e2a1b,CUS-3325710106,debit,9,5,13,Purchase
posted,n/a,ACC-37709441,153.41 -28.01,INTER BANK,Charles,13659.09,2018-09-22,M,18,n/a,14:00:00,45.0,06e2cd360d02456cb77591c9524a23c0,CUS-3336454548,debit,9,5,14,Others
posted,n/a,ACC-2673069055,152.99 -27.49,PAYMENT,Richard,18137.47,2018-09-22,M,24,n/a,14:00:00,70.0,59280990c3e8490bbbf712c8c5f932d2,CUS-51506836,debit,9,5,14,Others
authorized,1.0,ACC-2650850707,148.16 -23.52,POS,Brian,112723.55,2018-09-22,M,42,QLD,14:01:29,80.41,8fdf05b38ce441f697681650e70c9459,CUS-2819545904,debit,9,5,14,Purchase
authorized,1.0,ACC-1037050564,153.10 -27.66,POS,Rhonda,3803.87,2018-09-22,F,40,QLD,14:09:49,6.74,ab2708ce847c48c18f62b3839d4f84d8,CUS-1614226872,debit,9,5,14,Purchase
authorized,1.0,ACC-80388494,144.97 -37.42,POS,Dustin,7020.28,2018-09-22,M,28,VIC,14:18:09,25.72,8f47b522ba0240d1aefa3d2f085d2810,CUS-1140341822,debit,9,5,14,Purchase
authorized,1.0,ACC-1903037542,153.05 -27.61,POS,Jeffrey,2995.18,2018-09-22,M,30,QLD,14:26:29,27.72,a4ec78a87a6c4f9b8bc3bd741273037b,CUS-860700529,debit,9,5,14,Purchase
authorized,1.0,ACC-182446574,116.06 -32.00,POS,Tonya,6363.17,2018-09-22,F,27,WA,14:34:49,17.9,33f9594fdefe4791a23b1e5bb577b323,CUS-3026014945,debit,9,5,14,Purchase
authorized,1.0,ACC-3689607373,115.79 -31.79,POS,Virginia,6374.09,2018-09-22,F,20,NSW,14:43:09,17.79,b858ba17ea764a01b53f533ca59b88c5,CUS-127297539,debit,9,5,14,Purchase
authorized,1.0,ACC-3689607373,115.79 -31.79,POS,Virginia,6354.86,2018-09-22,F,20,WA,14:51:29,19.23,fd57c1a9c3cc4ede8c66cb6d79c744e0,CUS-127297539,debit,9,5,14,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2665.39,2018-09-22,F,26,QLD,14:59:49,8.22,032deb7c4d954e62a7654a7bb30bafa1,CUS-2487424745,debit,9,5,14,Purchase
authorized,1.0,ACC-1890605467,143.88 -37.66,SALES-POS,Alexander,16580.3,2018-09-22,M,38,VIC,15:12:43,28.75,5678237a0a1e494b860524814be28f25,CUS-1478398256,debit,9,5,15,Purchase
authorized,1.0,ACC-414431115,142.77 -37.06,POS,Amy,3653.05,2018-09-22,F,43,VIC,15:25:42,39.59,95c846dddba94c8c844ed0a65110161e,CUS-2599279756,debit,9,5,15,Purchase
authorized,1.0,ACC-2305712452,138.61 -34.89,POS,Debra,4283.31,2018-09-22,F,18,SA,15:38:42,16.79,b70344bff7194d4c93762d5b2aac6dc5,CUS-1842679196,debit,9,5,15,Purchase
authorized,1.0,ACC-1424176027,151.08 -33.93,POS,Donald,6958.91,2018-09-22,M,22,NSW,15:51:41,34.36,e808ec1dc9d74779a56f0a4589470324,CUS-3431016847,debit,9,5,15,Purchase
posted,n/a,ACC-2920611728,144.96 -37.76,PAYMENT,Tyler,7049.37,2018-09-22,M,69,n/a,16:00:00,17.0,4c4732fc8c5a475abf75c5bfc2e122b6,CUS-1388323263,debit,9,5,16,Others
posted,n/a,ACC-37709441,153.41 -28.01,PHONE BANK,Charles,13638.09,2018-09-22,M,18,n/a,16:00:00,21.0,515e888b5c884871aa2354129be86ac7,CUS-3336454548,debit,9,5,16,Others
authorized,1.0,ACC-1424176027,151.08 -33.93,POS,Donald,6947.9,2018-09-22,M,22,NSW,16:05:59,11.01,2ccb31cf747f47b48e2ba84331882508,CUS-3431016847,debit,9,5,16,Purchase
authorized,1.0,ACC-414431115,142.77 -37.06,POS,Amy,3623.31,2018-09-22,F,43,VIC,16:22:39,29.74,e73d02bfc69e4c258e198fb2c1ba3ece,CUS-2599279756,debit,9,5,16,Purchase
authorized,1.0,ACC-1438600314,138.69 -34.84,SALES-POS,Maria,2444.84,2018-09-22,F,35,SA,16:39:19,36.78,203f4816ab6b41cb990db54cfa2d1c04,CUS-2650223890,debit,9,5,16,Purchase
authorized,0.0,ACC-3741880913,150.50 -23.40,POS,Ashley,8482.96,2018-09-22,F,25,WA,16:55:59,20.14,e1fe32845bdd4115a587c608a1ae92c2,CUS-1220154422,debit,9,5,16,Purchase
posted,n/a,ACC-3317636250,153.02 -27.66,PAYMENT,Kenneth,15510.73,2018-09-22,M,35,n/a,17:00:00,121.0,3f8c43eee9924a779747327628586fdf,CUS-2738291516,debit,9,5,17,Others
posted,n/a,ACC-854938045,147.63 -22.84,PAYMENT,James,11759.92,2018-09-22,M,28,n/a,17:00:00,49.0,504b10b97d4d4d2eb58699d9647909af,CUS-4023861240,debit,9,5,17,Others
authorized,1.0,ACC-3689607373,115.79 -31.79,SALES-POS,Virginia,6318.67,2018-09-22,F,20,WA,17:07:35,36.19,690536c4f6d847798b5b087685957c06,CUS-127297539,debit,9,5,17,Purchase
authorized,1.0,ACC-182446574,116.06 -32.00,SALES-POS,Tonya,6326.9,2018-09-22,F,27,WA,17:17:35,36.27,422d838dd1334f3a8a1ae4308ca269b9,CUS-3026014945,debit,9,5,17,Purchase
authorized,1.0,ACC-3233697971,151.04 -33.77,POS,Robin,8180.32,2018-09-22,F,34,NSW,17:27:35,30.55,3a21ce12b0734fdc824f6b817fac2940,CUS-1147642491,debit,9,5,17,Purchase
authorized,1.0,ACC-1424176027,151.08 -33.93,SALES-POS,Donald,6929.45,2018-09-22,M,22,NSW,17:37:35,18.45,6d9905f79a6145f39c834b539d4a20ad,CUS-3431016847,debit,9,5,17,Purchase
authorized,1.0,ACC-3481401842,115.74 -31.72,POS,Tiffany,6068.23,2018-09-22,F,25,WA,17:47:35,19.04,86f4149501814352b21988933d652014,CUS-1669695324,debit,9,5,17,Purchase
authorized,1.0,ACC-3771436525,145.04 -37.92,POS,Derek,4351.29,2018-09-22,M,20,NSW,17:57:35,30.24,756011fd6b1b4a56a849453f9437bfdb,CUS-3325710106,debit,9,5,17,Purchase
posted,n/a,ACC-958000567,130.90 -12.37,PAYMENT,Sandra,8243.04,2018-09-22,F,34,n/a,18:00:00,17.0,5ed94f1b4eda4e0aaa4a54f35f624f4b,CUS-4142663097,debit,9,5,18,Others
posted,n/a,ACC-3021093232,149.83 -29.47,INTER BANK,Melissa,7893.82,2018-09-22,F,30,n/a,18:00:00,155.0,a06978bdd5cb4fd8afa12a6b31a41d7a,CUS-55310383,debit,9,5,18,Others
authorized,0.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2658.87,2018-09-22,F,26,QLD,18:18:32,6.52,9ab5211d641a4d338af345c9ef89760d,CUS-2487424745,debit,9,5,18,Purchase
authorized,1.0,ACC-1903037542,153.05 -27.61,SALES-POS,Jeffrey,2989.94,2018-09-22,M,30,QLD,18:42:55,5.24,f2a5dc5838f3483e896e686cc211840d,CUS-860700529,debit,9,5,18,Purchase
posted,n/a,ACC-4274272854,145.23 -37.86,PAYMENT,Timothy,5537.47,2018-09-22,M,20,n/a,19:00:00,116.0,70dec51ea56e4ca9b364d01f4632df18,CUS-2484453271,debit,9,5,19,Others
authorized,1.0,ACC-1334819143,145.13 -37.70,POS,Christopher,62176.04,2018-09-22,M,33,VIC,19:03:11,14.8,caabcc84ea1b4f4b9a5599cb298f1141,CUS-3117610635,debit,9,5,19,Purchase
authorized,1.0,ACC-2897221629,150.90 -34.37,SALES-POS,Scott,4946.04,2018-09-22,M,23,NSW,19:13:49,16.41,9750a3dd0de544148621cb1243d8d04c,CUS-511326734,debit,9,5,19,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2653.52,2018-09-22,F,26,QLD,19:24:28,5.35,4dcf19a602eb4aee9d17cbdfb6fa6c1d,CUS-2487424745,debit,9,5,19,Purchase
authorized,1.0,ACC-1037050564,153.10 -27.66,SALES-POS,Rhonda,3761.5,2018-09-22,F,40,WA,19:35:06,42.37,8d79b5c071c54f00ad2f170c8ae5b8a5,CUS-1614226872,debit,9,5,19,Purchase
authorized,1.0,ACC-414431115,142.77 -37.06,POS,Amy,3595.19,2018-09-22,F,43,NSW,19:45:44,28.12,f1f6bf0a28c343a6b4968d2b46d0684c,CUS-2599279756,debit,9,5,19,Purchase
authorized,1.0,ACC-1222300524,151.23 -33.94,POS,Michael,357.58,2018-09-22,M,38,NSW,19:56:22,6.83,e55cb2bae8584d26b466463a0eea9feb,CUS-2142601169,debit,9,5,19,Purchase
posted,n/a,ACC-4258502723,145.45 -37.74,INTER BANK,Kimberly,3660.93,2018-09-22,F,24,n/a,20:00:00,28.0,e52b2a2abfa745f1aeec02094f5f805e,CUS-3378712515,debit,9,5,20,Others
posted,n/a,ACC-3954677887,115.72 -32.28,INTER BANK,Ruth,5193.13,2018-09-22,F,47,n/a,20:00:00,121.0,f6f3871228294897b229fd00891b5dda,CUS-3716701010,debit,9,5,20,Others
authorized,0.0,ACC-1349834573,145.17 -37.84,SALES-POS,Matthew,11603.67,2018-09-22,M,39,VIC,20:07:35,158.27,23916cef9eea42288b2ce4283e739331,CUS-1790886359,debit,9,5,20,Purchase
authorized,1.0,ACC-2173390920,144.71 -37.58,SALES-POS,Luis,6803.49,2018-09-22,M,27,VIC,20:19:04,14.58,f7b8e7ee39ec4f2087dc0d14899eabf8,CUS-3180318393,debit,9,5,20,Purchase
authorized,0.0,ACC-2673069055,152.99 -27.49,POS,Richard,18118.73,2018-09-22,M,24,QLD,20:30:34,18.74,6a11325e862c4f9ab14fe8a5d93bad87,CUS-51506836,debit,9,5,20,Purchase
authorized,1.0,ACC-154431271,153.09 -27.48,POS,Lori,3734.65,2018-09-22,F,18,NSW,20:42:04,23.18,f2edacc232024c91865fa4140d4f8f5c,CUS-3702001629,debit,9,5,20,Purchase
authorized,1.0,ACC-3541460373,145.00 -37.83,POS,Jeffrey,2901.45,2018-09-22,M,24,VIC,20:53:33,45.41,11f808cdb7a8488ab89a57249f5f603e,CUS-1433879684,debit,9,5,20,Purchase
posted,n/a,ACC-1344825761,151.09 -33.91,PAYMENT,Sarah,21335.84,2018-09-22,F,46,n/a,21:00:00,28.0,19b1ad764c434f95a59cedc354a09482,CUS-1499065773,debit,9,5,21,Others
authorized,1.0,ACC-414431115,142.77 -37.06,POS,Amy,3559.97,2018-09-22,F,43,VIC,21:02:24,35.22,61506d549ede4a8798b8467d3539b1a3,CUS-2599279756,debit,9,5,21,Purchase
authorized,1.0,ACC-3771436525,145.04 -37.92,SALES-POS,Derek,4331.31,2018-09-22,M,20,VIC,21:07:52,19.98,5a201b5042454309b7671c3b99447481,CUS-3325710106,debit,9,5,21,Purchase
authorized,0.0,ACC-2890243754,153.32 -27.93,POS,Joseph,4534.67,2018-09-22,M,37,QLD,21:13:19,9.75,0c6549ed5e14416ba28671004a5bad19,CUS-2695611575,debit,9,5,21,Purchase
authorized,1.0,ACC-854938045,147.63 -22.84,SALES-POS,James,11725.04,2018-09-22,M,28,VIC,21:18:47,34.88,f09339fc412a4a2d964e5b0f9ae05a28,CUS-4023861240,debit,9,5,21,Purchase
authorized,0.0,ACC-2305712452,138.61 -34.89,POS,Debra,4278.81,2018-09-22,F,18,ACT,21:24:15,4.5,9c4a754d3bd4475184a7c5e7b09f7998,CUS-1842679196,debit,9,5,21,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2630.48,2018-09-22,F,26,QLD,21:29:43,23.04,8fd837ec412b47eb96918c525250ed55,CUS-2487424745,debit,9,5,21,Purchase
authorized,1.0,ACC-1890605467,143.88 -37.66,POS,Alexander,16553.67,2018-09-22,M,38,VIC,21:35:11,26.63,13843d332d47464d8b9344388b37fde0,CUS-1478398256,debit,9,5,21,Purchase
authorized,1.0,ACC-38923874,151.27 -33.90,SALES-POS,Ryan,40876.41,2018-09-22,M,38,NSW,21:40:39,42.92,171a0e63c2574c48bba8ba6f945f14ec,CUS-3249305314,debit,9,5,21,Purchase
authorized,0.0,ACC-574997646,150.79 -33.64,POS,Mackenzie,4009.05,2018-09-22,F,18,NSW,21:46:07,44.34,7b6e1b09c6a44d8a9410cb25560f3a8e,CUS-586638664,debit,9,5,21,Purchase
authorized,1.0,ACC-1608363396,151.22 -33.87,POS,Robert,7263.94,2018-09-22,M,20,NSW,21:57:02,22.16,6b729d8c46254324a617d641c8f27229,CUS-2688605418,debit,9,5,21,Purchase
posted,n/a,ACC-1799207998,150.68 -33.79,PAYMENT,Susan,8228.36,2018-09-22,F,20,n/a,22:00:00,30.0,995349770684468a81c4d87add4c09fc,CUS-164374203,debit,9,5,22,Others
authorized,1.0,ACC-1037050564,153.10 -27.66,POS,Rhonda,3739.18,2018-09-22,F,40,QLD,22:02:37,22.32,93aec780c4404b6cb0ec0e6ca1ad481e,CUS-1614226872,debit,9,5,22,Purchase
authorized,1.0,ACC-2173390920,144.71 -37.58,SALES-POS,Luis,6780.82,2018-09-22,M,27,VIC,22:08:20,22.67,5d8fd3caaec640efadc7247e003cce93,CUS-3180318393,debit,9,5,22,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,POS,Diana,2617.61,2018-09-22,F,26,QLD,22:14:03,12.87,cdbb53886c0c4353984995811b25207e,CUS-2487424745,debit,9,5,22,Purchase
authorized,1.0,ACC-3485804958,138.52 -35.01,POS,Jessica,22597.75,2018-09-22,F,34,SA,22:19:46,118.51,f23e65ff46dc4dddb0412be326422778,CUS-1196156254,debit,9,5,22,Purchase
authorized,0.0,ACC-1799207998,150.68 -33.79,POS,Susan,8258.36,2018-09-22,F,20,NSW,22:25:29,21.5,85768fe1ead645aaa00d6e8f91bc61af,CUS-164374203,debit,9,5,22,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,2605.8,2018-09-22,F,26,QLD,22:31:11,11.81,cd405a75a4e44b7aa57d1cfe4e7bcfc4,CUS-2487424745,debit,9,5,22,Purchase
authorized,1.0,ACC-574997646,150.79 -33.64,POS,Mackenzie,3900.19,2018-09-22,F,18,WA,22:36:54,108.86,678af5d640d44d2aaf8d1a2a8ea22885,CUS-586638664,debit,9,5,22,Purchase
authorized,1.0,ACC-2305712452,138.61 -34.89,POS,Debra,4258.75,2018-09-22,F,18,WA,22:42:37,20.06,7a697c55428a49c39d9487977358652d,CUS-1842679196,debit,9,5,22,Purchase
authorized,0.0,ACC-3485804958,138.52 -35.01,POS,Jessica,22585.07,2018-09-22,F,34,WA,22:48:20,12.68,2627d31f4a3f494d8e4002d8da2ce93a,CUS-1196156254,debit,9,5,22,Purchase
authorized,1.0,ACC-1443681913,150.92 -33.77,SALES-POS,Ryan,3150.06,2018-09-22,M,31,NSW,22:54:03,734.1,ff6d799d085141ca92078c2b4155ab12,CUS-3129499595,debit,9,5,22,Purchase
authorized,1.0,ACC-182446574,116.06 -32.00,SALES-POS,Tonya,6309.89,2018-09-22,F,27,WA,22:59:46,17.01,29d86b82dd6e491697be21f5eba4dd2f,CUS-3026014945,debit,9,5,22,Purchase
posted,n/a,ACC-90814749,151.68 -32.98,PHONE BANK,Christopher,9869.28,2018-09-22,M,35,n/a,23:00:00,1916.0,bdfaa9e29ccd4a2ea3209e1056a5e1dd,CUS-1896554896,debit,9,5,23,Others
posted,n/a,ACC-2014856841,144.99 -37.90,PAYMENT,Patrick,264476.11,2018-09-22,M,46,n/a,23:00:00,43.0,dd81fe1d3ccd4afc8a3b69f99522a8f2,CUS-2370108457,debit,9,5,23,Others
posted,n/a,ACC-3954677887,115.72 -32.28,PAYMENT,Ruth,5169.13,2018-09-22,F,47,n/a,23:00:00,24.0,af2de8810ee242a19c502b4d2cdea138,CUS-3716701010,debit,9,5,23,Others
authorized,0.0,ACC-2673069055,152.99 -27.49,POS,Richard,18089.16,2018-09-22,M,24,QLD,23:12:09,29.57,81745882ded14074a263cb32ab5a5eab,CUS-51506836,debit,9,5,23,Purchase
authorized,1.0,ACC-854938045,147.63 -22.84,POS,James,11696.85,2018-09-22,M,28,WA,23:24:48,28.19,e5cf9f2f5868475fb19808fd6344a617,CUS-4023861240,debit,9,5,23,Purchase
authorized,0.0,ACC-2528867619,138.58 -34.96,POS,Abigail,13017.5,2018-09-22,F,40,WA,23:37:28,14.7,21775303ab82441782044c6bed5b7bbb,CUS-2505971401,debit,9,5,23,Purchase
authorized,0.0,ACC-1037050564,153.10 -27.66,POS,Rhonda,3719.16,2018-09-22,F,40,QLD,23:50:07,20.02,5717bc65626f4aa995d9b3f45fc26f19,CUS-1614226872,debit,9,5,23,Purchase
authorized,1.0,ACC-1903037542,153.05 -27.61,POS,Jeffrey,2973.51,2018-09-23,M,30,QLD,00:18:19,16.43,dd7b89590d29479f9af2392c2937c61d,CUS-860700529,debit,9,6,0,Purchase
authorized,0.0,ACC-3485804958,138.52 -35.01,POS,Jessica,22535.31,2018-09-23,F,34,WA,01:12:49,49.76,1f495b802dae407fb75c610080dd9850,CUS-1196156254,debit,9,6,1,Purchase
authorized,1.0,ACC-154431271,153.09 -27.48,POS,Lori,2233.19,2018-09-23,F,18,QLD,01:38:27,1501.46,c7908ec9cb8f4cc9b69ff0887c96c720,CUS-3702001629,debit,9,6,1,Purchase
posted,n/a,ACC-2107684084,145.03 -37.88,PAYMENT,Richard,7047.01,2018-09-23,M,22,n/a,02:00:00,25.0,b48e8bc39b874946abeefe0258ab210d,CUS-2283904812,debit,9,6,2,Others
authorized,1.0,ACC-1683215619,138.67 -34.86,SALES-POS,Barry,8452.89,2018-09-23,M,38,VIC,02:06:57,31.77,62b024f4387140a98c60c8e9566f6927,CUS-1604596597,debit,9,6,2,Purchase
authorized,0.0,ACC-2890243754,153.32 -27.93,POS,Joseph,4520.82,2018-09-23,M,37,QLD,02:50:26,13.85,b68d246878db4ec8b3b748acf0e24cec,CUS-2695611575,debit,9,6,2,Purchase
posted,n/a,ACC-1516130869,130.84 -12.45,PAYMENT,Jessica,4591.17,2018-09-23,F,21,n/a,03:00:00,181.0,ed7f80e4d1ac444caf185efd9a4ba54e,CUS-325142416,debit,9,6,3,Others
posted,n/a,ACC-37709441,153.41 -28.01,INTER BANK,Charles,13537.09,2018-09-23,M,18,n/a,03:00:00,101.0,651ba2bb33a44d4ba53e23b55d5da1a1,CUS-3336454548,debit,9,6,3,Others
posted,n/a,ACC-1056639002,145.03 -37.91,INTER BANK,Michael,47648.13,2018-09-23,M,22,n/a,03:00:00,36.0,ac3656f850a2494291f5e51b9ee99b47,CUS-3462882033,debit,9,6,3,Others
authorized,1.0,ACC-2897221629,150.90 -34.37,POS,Scott,4936.77,2018-09-23,M,23,NSW,03:48:44,9.27,0562914220c94bce81524da4a0bfecd7,CUS-511326734,debit,9,6,3,Purchase
posted,n/a,ACC-4258502723,145.45 -37.74,PAYMENT,Kimberly,3622.93,2018-09-23,F,24,n/a,04:00:00,38.0,20d735c8385a4d548f4bc3837e797f2c,CUS-3378712515,debit,9,6,4,Others
authorized,1.0,ACC-2528867619,138.58 -34.96,SALES-POS,Abigail,12971.58,2018-09-23,F,40,NSW,04:34:09,45.92,cc604a59e4354f33aa38e1c371fdd4d6,CUS-2505971401,debit,9,6,4,Purchase
posted,n/a,ACC-3485804958,138.52 -35.01,PAYMENT,Jessica,22504.31,2018-09-23,F,34,n/a,05:00:00,31.0,958d8e35a3fc4e94b6ad9c1b5a2c20d2,CUS-1196156254,debit,9,6,5,Others
posted,n/a,ACC-559365433,147.31 -42.88,PAYMENT,Mary,3007.69,2018-09-23,F,64,n/a,05:00:00,30.0,ef96626c0cb94edfade5ba7098f7de61,CUS-1654129794,debit,9,6,5,Others
